cmdCode,primaryValue,netWgt,qty,qtyUnitAbbr
300590,2450741.0,418099.0,418099.0,
300610,24356.0,852.0,852.0,
300630,2386.0,178.0,178.0,
300650,8870.0,1004.0,1004.0,
300660,992480.0,11920.0,11920.0,
300670,21281.0,6391.0,6391.0,
300691,490.0,9.0,9.0,
300692,10673.0,271.0,271.0,
310100,5929783.0,25900566.0,25900566.0,
310210,482757532.0,1098417908.0,1098417908.0,
310221,3320537.0,10048500.0,10048500.0,
310229,8948.0,93082.0,93082.0,
310230,2218647.0,3750008.0,3750008.0,
310290,5846.0,200.0,200.0,
310310,2902975.0,13110045.0,13110045.0,
310390,4738041.0,23882208.0,23882208.0,
310420,6048508.0,13092211.0,13092211.0,
310430,5105046.0,8750000.0,8750000.0,
310490,1698595.0,3459810.0,3459810.0,
310510,8387842.0,17896752.0,17896752.0,
310520,25544069.0,53830906.0,53830906.0,
310551,512151.0,2250380.0,2250380.0,
310559,37134.0,428000.0,428000.0,
310560,53920.0,236000.0,236000.0,
310590,108784.0,155316.0,155316.0,
320110,63757.0,21643.0,21643.0,
320120,23218.0,14000.0,14000.0,
320190,34063581.0,15738164.0,15738164.0,
320210,4939248.0,3831970.0,3831970.0,
320290,836431.0,457763.0,457763.0,
320300,150633.0,20616.0,20616.0,
320411,57894671.0,8289811.0,8289811.0,
320412,11016796.0,882103.0,882103.0,
320413,697146.0,99471.0,99471.0,
320414,546972.0,64817.0,64817.0,
320415,6032066.0,501601.0,501601.0,
320416,25350129.0,5331248.0,5331248.0,
320417,21403095.0,3134621.0,3134621.0,
320419,194429.0,87613.0,87613.0,
320420,17249996.0,11486055.0,11486055.0,
320490,305746.0,124539.0,124539.0,
320500,1878.0,115.0,115.0,
320611,904117.0,304975.0,304975.0,
320619,8373994.0,2605515.0,2605515.0,
320620,1766991.0,638132.0,638132.0,
320641,7852.0,4509.0,4509.0,
320642,4547.0,398.0,398.0,
320649,1497953.0,382353.0,382353.0,
320650,301337.0,12266.0,12266.0,
320710,2453888.0,3099739.0,3099739.0,
320720,2108780.0,2151452.0,2151452.0,
320730,200369.0,221565.0,221565.0,
320740,9365647.0,14999487.0,14999487.0,
320810,25011826.0,8707344.0,8707344.0,
320820,10669822.0,2374375.0,2374375.0,
320890,31763682.0,7920971.0,7920971.0,
320910,2382597.0,1467311.0,1467311.0,
320990,3222814.0,1265084.0,1265084.0,
321000,3397711.0,1221858.0,1221858.0,
321100,1225241.0,226561.0,226561.0,
321210,983731.0,73924.0,73924.0,
321290,719489.0,193620.0,193620.0,
321310,8054.0,886.0,886.0,
321390,16087.0,74952.0,74952.0,
321410,1840949.0,496066.0,496066.0,
321490,3541474.0,2736073.0,2736073.0,
321511,1983458.0,188068.0,188068.0,
321519,22592572.0,1862078.0,1862078.0,
321590,13055844.0,852017.0,852017.0,
330112,21957.0,3377.0,3377.0,
330113,75530.0,2096.0,2096.0,
330119,229178.0,212690.0,212690.0,
330124,2117.0,29.0,29.0,
330125,186984.0,17834.0,17834.0,
330129,83497366.0,7246419.0,7246419.0,
330130,42540.0,6040.0,6040.0,
330190,50149183.0,1641776.0,1641776.0,
330210,20202339.0,1622474.0,1622474.0,
330290,68565009.0,6218222.0,6218222.0,
330300,89844431.0,7713682.0,7713682.0,
330410,1615933.0,61153.0,61153.0,
330420,1381806.0,10165.0,10165.0,
330430,6237222.0,2801859.0,2801859.0,
330491,11922753.0,2346811.0,2346811.0,
330499,97897033.0,16326472.0,16326472.0,
330510,27330544.0,10794252.0,10794252.0,
330520,106865.0,14653.0,14653.0,
330530,168842.0,45289.0,45289.0,
330590,33340881.0,9235812.0,9235812.0,
330610,36351542.0,15202239.0,15202239.0,
330620,2746.0,32.0,32.0,
330690,1044385.0,266366.0,266366.0,
330710,1311970.0,408772.0,408772.0,
330720,14015359.0,3719839.0,3719839.0,
330730,923772.0,482272.0,482272.0,
330741,2688246.0,6012527.0,6012527.0,
330749,26716332.0,5566836.0,5566836.0,
330790,8858339.0,1886354.0,1886354.0,
340111,377633327.0,278263596.0,278263596.0,
340119,99950205.0,118578096.0,118578096.0,
340120,149612266.0,156283577.0,156283577.0,
340130,8460883.0,3601398.0,3601398.0,
340211,63971375.0,38305735.0,38305735.0,
340212,601780.0,401772.0,401772.0,
340213,4668898.0,3010204.0,3010204.0,
340219,15802090.0,11278620.0,11278620.0,
340220,128715224.0,121434629.0,121434629.0,
340290,22582016.0,16977713.0,16977713.0,
340311,1120498.0,344296.0,344296.0,
340319,2286584.0,1651701.0,1651701.0,
340391,1233060.0,693893.0,693893.0,
340399,1998640.0,1219179.0,1219179.0,
340420,484332.0,520068.0,520068.0,
340490,134118189.0,120492874.0,120492874.0,
340510,7820794.0,1283977.0,1283977.0,
340520,164154.0,48181.0,48181.0,
340530,1671.0,1360.0,1360.0,
340540,1011127.0,842887.0,842887.0,
340590,3446601.0,947019.0,947019.0,
340600,6634513.0,3913042.0,3913042.0,
340700,10707.0,1639.0,1639.0,
350190,5291.0,6563.0,6563.0,
350220,48.0,10.0,10.0,
350300,242757.0,37909.0,37909.0,
350400,5206.0,610.0,610.0,
350510,8885778.0,11921541.0,11921541.0,
350520,257397.0,117763.0,117763.0,
350610,13833866.0,2108195.0,2108195.0,
350691,8590013.0,3281312.0,3281312.0,
350699,2229915.0,925191.0,925191.0,
350710,14145.0,900.0,900.0,
350790,1564517.0,217233.0,217233.0,
360200,344055.0,44600.0,44600.0,
360300,278367.0,17344.0,17344.0,
360410,104307.0,10304.0,10304.0,
360490,404494.0,207347.0,207347.0,
360500,14711135.0,10349258.0,10349258.0,
360690,270778.0,126476.0,126476.0,
370110,10474.0,142.0,,
370120,858.0,214.0,214.0,
370130,13162.0,1776.0,1835.0,
370191,11835.0,2054.0,2054.0,
370199,1984.0,125.0,,
370210,1000.0,21.0,44.0,
370231,544.0,96.0,,
370232,4505.0,108.0,,
370254,200.0,97.0,344.0,
370255,31362.0,1950.0,,
370298,200.0,58.0,,
370310,70497.0,65998.0,65998.0,
